title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;Investigate further?
Optical waveguide sensors in analytical chemistry:  today’s instrumentation, applications and trends  for future development;R. A. Potyrailo,    S. E. Hobbs,    G. M. Hieftje;1998;https://link.springer.com/article/10.1007/s002160051086;https://link.springer.com/content/pdf/10.1007%2Fs002160051086.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;66;https://doi.org/10.1007/s002160051086;
Altruism Born of Suffering and Prosocial Behavior Following Adverse Life Events: A Review and Conceptualization;Johanna Ray Vollhardt;2009;https://link.springer.com/article/10.1007/s11211-009-0088-1;https://link.springer.com/content/pdf/10.1007%2Fs11211-009-0088-1.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;52;https://doi.org/10.1007/s11211-009-0088-1;
MR Spectroscopic Studies of the Brain in Psychiatric Disorders;Richard J. Maddock,    Michael H. Buonocore;2012;https://link.springer.com/chapter/10.1007/7854_2011_197;No PDF available;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;68;https://doi.org/10.1007/7854_2011_197;
Microelectrodes: Their Use in Microbial Ecology;Niels Peter Revsbech,    Bo Barker Jørgensen;1986;https://link.springer.com/chapter/10.1007/978-1-4757-0611-6_7;No PDF available;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;345;https://doi.org/10.1007/978-1-4757-0611-6_7;
Living in three dimensions;Melvin Schindler,    Alam Nur-E-Kamal,    Ijaz Ahmed…;2006;https://link.springer.com/article/10.1385/CBB%3A45%3A2%3A215;https://link.springer.com/content/pdf/10.1385%2FCBB%3A45%3A2%3A215.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;88;https://doi.org/10.1385/CBB:45:2:215;
State dependent activity in monkey visual cortex;P. E. Haenny,    P. H. Schiller;1988;https://link.springer.com/article/10.1007/BF00247569;https://link.springer.com/content/pdf/10.1007%2FBF00247569.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;218;https://doi.org/10.1007/BF00247569;
Instruction-Level Parallel Processing: History, Overview, and Perspective;B. Ramakrishna Rau,    Joseph A. Fisher;1993;https://link.springer.com/chapter/10.1007/978-1-4615-3200-2_3;No PDF available;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;2;112;https://doi.org/10.1007/978-1-4615-3200-2_3;
Ionic Conductivity;A. B. Lidiard;1957;https://link.springer.com/chapter/10.1007/978-3-642-45859-0_2;No PDF available;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;100;https://doi.org/10.1007/978-3-642-45859-0_2;
Silicon nitride crystal structure and observations of lattice defects;Chong -Min Wang,    Xiaoqing Pan,    M. Rühle,    F. L. Riley…;1996;https://link.springer.com/article/10.1007/BF01159294;https://link.springer.com/content/pdf/10.1007%2FBF01159294.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;80;https://doi.org/10.1007/BF01159294;
A gradient-based method for segmenting FDG-PET images: methodology and validation;Xavier Geets,    John A. Lee,    Anne Bol…;2007;https://link.springer.com/article/10.1007/s00259-006-0363-4;https://link.springer.com/content/pdf/10.1007%2Fs00259-006-0363-4.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;247;https://doi.org/10.1007/s00259-006-0363-4;
"Mutations affecting the pattern of the larval cuticle inDrosophila melanogaster
";E. Wieschaus,    C. Nüsslein-Volhard…;1984;https://link.springer.com/article/10.1007/BF00848158;https://link.springer.com/content/pdf/10.1007%2FBF00848158.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;238;https://doi.org/10.1007/BF00848158;
Changes of cutaneous receptive fields of spino-cervical-tract neurones and other dorsal horn neurones by microelectrophoretically administered amino acids;W. Zieglgänsberger,    A. Herz;1971;https://link.springer.com/article/10.1007/BF00234080;https://link.springer.com/content/pdf/10.1007%2FBF00234080.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;71;https://doi.org/10.1007/BF00234080;
Computer work and musculoskeletal disorders of the neck and upper extremity: A systematic review;Morten Wærsted,    Therese N Hanvold,    Kaj Bo Veiersted;2010;https://link.springer.com/article/10.1186/1471-2474-11-79;https://link.springer.com/content/pdf/10.1186%2F1471-2474-11-79.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;84;https://doi.org/10.1186/1471-2474-11-79;
Application of a Multi-Objective Optimization Method to Provide Least Cost Alternatives for NPS Pollution Control;Chetan Maringanti,    Indrajeet Chaubey,    Mazdak Arabi…;2011;https://link.springer.com/article/10.1007/s00267-011-9696-2;https://link.springer.com/content/pdf/10.1007%2Fs00267-011-9696-2.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;54;https://doi.org/10.1007/s00267-011-9696-2;
Critical metal concentrations for forest soil invertebrates;Göran Bengtsson,    Lena Tranvik;1989;https://link.springer.com/article/10.1007/BF00279332;https://link.springer.com/content/pdf/10.1007%2FBF00279332.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;57;https://doi.org/10.1007/BF00279332;
The Relationship between Parental Distancing Strategies and the Child’s Cognitive Behavior;Irving E. Sigel;1982;https://link.springer.com/chapter/10.1007/978-1-4684-4172-7_2;No PDF available;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;76;https://doi.org/10.1007/978-1-4684-4172-7_2;
Welfare reform and the subject of the working mother: “Get a job, a better job, then a career”;Anna C. Korteweg;2003;https://link.springer.com/article/10.1023/A%3A1025525509540;https://link.springer.com/content/pdf/10.1023%2FA%3A1025525509540.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;62;https://doi.org/10.1023/A:1025525509540;
Institutions and growth in East Asia;Stephan Haggard;2004;https://link.springer.com/article/10.1007/BF02686328;https://link.springer.com/content/pdf/10.1007%2FBF02686328.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;76;https://doi.org/10.1007/BF02686328;
The Implementation of the Fast Track Program: An Example of a Large-Scale Prevention Science Efficacy Trial;Karen Bierman;2002;https://link.springer.com/article/10.1023/A%3A1014292830216;https://link.springer.com/content/pdf/10.1023%2FA%3A1014292830216.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;73;https://doi.org/10.1023/A:1014292830216;
Influence of the fluidity of the membrane on the response of microorganisms to environmental stresses;L. Beney,    P. Gervais;2001;https://link.springer.com/article/10.1007/s002530100754;https://link.springer.com/content/pdf/10.1007%2Fs002530100754.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;136;https://doi.org/10.1007/s002530100754;
Effects of salt stress on the growth, ion content, stomatal behaviour and photosynthetic capacity of a salt-sensitive species, Phaseolus vulgaris L.;Jeffrey R. Seemann,    Christa Critchley;1985;https://link.springer.com/article/10.1007/BF00396077;https://link.springer.com/content/pdf/10.1007%2FBF00396077.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;238;https://doi.org/10.1007/BF00396077;
Spatial patterns of autochthonous and allochthonous resources in aquatic food webs;Hideyuki Doi;2009;https://link.springer.com/article/10.1007/s10144-008-0127-z;https://link.springer.com/content/pdf/10.1007%2Fs10144-008-0127-z.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;52;https://doi.org/10.1007/s10144-008-0127-z;
Plant-water relations and adaptation to stress;Neil C. Turner,    John E. Begg;1981;https://link.springer.com/article/10.1007/BF02180051;https://link.springer.com/content/pdf/10.1007%2FBF02180051.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;86;https://doi.org/10.1007/BF02180051;
Sputtered hydrogenated amorphous silicon;T. D. Moustakas;1979;https://link.springer.com/article/10.1007/BF02655635;https://link.springer.com/content/pdf/10.1007%2FBF02655635.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;72;https://doi.org/10.1007/BF02655635;
All Hands on Deck: Transdisciplinary Approaches to Emerging Infectious Disease;Margot W. Parkes,    Leslie Bienen,    Jaime Breilh,    Lee-Nah Hsu,    Marian McDonald…;2005;https://link.springer.com/article/10.1007/s10393-005-8387-y;https://link.springer.com/content/pdf/10.1007%2Fs10393-005-8387-y.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;53;https://doi.org/10.1007/s10393-005-8387-y;
Interventional Pain Managment;Jan Hoeltje,    Roland Bruening,    Bruno Kastler…;2013;https://link.springer.com/chapter/10.1007/978-3-642-33581-5_14;No PDF available;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;2;1348;https://doi.org/10.1007/978-3-642-33581-5_14;
Atomic force microscopy of the bacterial photosynthetic apparatus: plain pictures of an elaborate machinery;Simon Scheuring,    James N. Sturgis;2009;https://link.springer.com/article/10.1007/s11120-009-9413-7;https://link.springer.com/content/pdf/10.1007%2Fs11120-009-9413-7.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;52;https://doi.org/10.1007/s11120-009-9413-7;
Current Issues and Future Directions in Research into the Stress Process;Leonard I. Pearlin,    Alex Bierman;2013;https://link.springer.com/chapter/10.1007/978-94-007-4276-5_16;No PDF available;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;68;https://doi.org/10.1007/978-94-007-4276-5_16;
New models for evolution of magma-poor rifted margins based on a review of data and concepts from West Iberia and the Alps;Gianreto Manatschal;2004;https://link.springer.com/article/10.1007/s00531-004-0394-7;https://link.springer.com/content/pdf/10.1007%2Fs00531-004-0394-7.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;212;https://doi.org/10.1007/s00531-004-0394-7;
Effects of global climate change on marine and estuarine fishes and fisheries;Julie M. Roessig,    Christa M. Woodley…;2004;https://link.springer.com/article/10.1007/s11160-004-6749-0;https://link.springer.com/content/pdf/10.1007%2Fs11160-004-6749-0.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;257;https://doi.org/10.1007/s11160-004-6749-0;
Magma-water interactions in subaqueous and emergent basaltic;Peter Kokelaar;1986;https://link.springer.com/article/10.1007/BF01081756;https://link.springer.com/content/pdf/10.1007%2FBF01081756.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;290;https://doi.org/10.1007/BF01081756;
The Effects of Marine Benthos on Physical Properties of Sediments;Donald C. Rhoads,    Larry F. Boyer;1982;https://link.springer.com/chapter/10.1007/978-1-4757-1317-6_1;No PDF available;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;75;https://doi.org/10.1007/978-1-4757-1317-6_1;
Upright, weight-bearing, dynamic–kinetic MRI of the spine: initial results;J. Randy Jinkins,    Jay S. Dworkin,    Raymond V. Damadian;2005;https://link.springer.com/article/10.1007/s00330-005-2666-4;https://link.springer.com/content/pdf/10.1007%2Fs00330-005-2666-4.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;90;https://doi.org/10.1007/s00330-005-2666-4;
Use of an analytical model to study limitations on net photosynthesis in Arbutus unedo under field conditions;P. C. Harley,    J. D. Tenhunen,    O. L. Lange;1986;https://link.springer.com/article/10.1007/BF00379502;https://link.springer.com/content/pdf/10.1007%2FBF00379502.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;54;https://doi.org/10.1007/BF00379502;
Vision-Based Odometry and SLAM for Medium and High Altitude Flying UAVs;F. Caballero,    L. Merino,    J. Ferruz,    A. Ollero;2009;https://link.springer.com/chapter/10.1007/978-1-4020-9137-7_9;No PDF available;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;2;74;https://doi.org/10.1007/978-1-4020-9137-7_9;
Regulation of peptide bond cis/trans isomerization by enzyme catalysis and its implication in physiological processes;G. Fischer,    T. Aumüller;2004;https://link.springer.com/chapter/10.1007/s10254-003-0011-3;No PDF available;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;120;https://doi.org/10.1007/s10254-003-0011-3;
Extended Life;Ezequiel Di Paolo;2008;https://link.springer.com/article/10.1007/s11245-008-9042-3;https://link.springer.com/content/pdf/10.1007%2Fs11245-008-9042-3.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;107;https://doi.org/10.1007/s11245-008-9042-3;
Integrated analysis of risks of coastal flooding and cliff erosion under scenarios of long term change;R. J. Dawson,    M. E. Dickson,    R. J. Nicholls,    J. W. Hall…;2009;https://link.springer.com/article/10.1007/s10584-008-9532-8;https://link.springer.com/content/pdf/10.1007%2Fs10584-008-9532-8.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;112;https://doi.org/10.1007/s10584-008-9532-8;
Sagittal alignment in lumbosacral fusion:  relations between radiological  parameters and pain;J-Y. Lazennec,    S. Ramaré,    N. Arafati,    C. G. Laudet,    M. Gorin…;2000;https://link.springer.com/article/10.1007/s005860050008;https://link.springer.com/content/pdf/10.1007%2Fs005860050008.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;242;https://doi.org/10.1007/s005860050008;
Developments in breeding cereals for organic agriculture;M. S. Wolfe,    J. P. Baresel,    D. Desclaux,    I. Goldringer,    S. Hoad,    G. Kovacs…;2008;https://link.springer.com/article/10.1007/s10681-008-9690-9;https://link.springer.com/content/pdf/10.1007%2Fs10681-008-9690-9.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;130;https://doi.org/10.1007/s10681-008-9690-9;
Suitability of the shaking flask for oxygen supply to microbiological cultures;H. -J. Henzler,    M. Schedel;1991;https://link.springer.com/article/10.1007/BF00369423;https://link.springer.com/content/pdf/10.1007%2FBF00369423.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;63;https://doi.org/10.1007/BF00369423;
Behavior of bumble bee pollinators of Aralia hispida Vent. (Araliaceae);James D. Thomson,    Wayne P. Maddison,    R. C. Plowright;1982;https://link.springer.com/article/10.1007/BF00380001;https://link.springer.com/content/pdf/10.1007%2FBF00380001.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;76;https://doi.org/10.1007/BF00380001;
Root proliferation, nitrate inflow and their carbon costs during nitrogen capture by competing plants in patchy soil;David Robinson;2001;https://link.springer.com/article/10.1023/A%3A1010377818094;https://link.springer.com/content/pdf/10.1023%2FA%3A1010377818094.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;65;https://doi.org/10.1023/A:1010377818094;
Heat capacities of linear high polymers;B. Wunderlich,    H. Baur;1970;https://link.springer.com/chapter/10.1007/BFb0051029;No PDF available;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;190;https://doi.org/10.1007/BFb0051029;
Electrochemical quartz crystal microbalance study of ion transport accompanying charging-discharging of poly(pyrrole) films;György Inzelt,    Vilmos Kertész,    Ann-Sofi Nybäck;1999;https://link.springer.com/article/10.1007/s100080050155;https://link.springer.com/content/pdf/10.1007%2Fs100080050155.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;61;https://doi.org/10.1007/s100080050155;
Autoradiography, MALDI-MS, and SIMS-MS Imaging in Pharmaceutical Discovery and Development;Eric G. Solon,    Alain Schweitzer,    Markus Stoeckli,    Brendan Prideaux;2010;https://link.springer.com/article/10.1208/s12248-009-9158-4;https://link.springer.com/content/pdf/10.1208%2Fs12248-009-9158-4.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;132;https://doi.org/10.1208/s12248-009-9158-4;
The governance of open source initiatives: what does it mean to be community managed?;Siobhán O’Mahony;2007;https://link.springer.com/article/10.1007/s10997-007-9024-7;https://link.springer.com/content/pdf/10.1007%2Fs10997-007-9024-7.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;50;https://doi.org/10.1007/s10997-007-9024-7;
Neuroanatomical Correlates of Visually Evoked Sexual Arousal in Human Males;Serge Stoleru,    Marie-Claude Gregoire,    Daniel Gerard…;1999;https://link.springer.com/article/10.1023/A%3A1018733420467;https://link.springer.com/content/pdf/10.1023%2FA%3A1018733420467.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;267;https://doi.org/10.1023/A:1018733420467;
The Rhine graben rift system-plate tectonics and transform faulting;J. H. Illies;1972;https://link.springer.com/article/10.1007/BF01449550;https://link.springer.com/content/pdf/10.1007%2FBF01449550.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;80;https://doi.org/10.1007/BF01449550;
"Mining, Corporate Social Responsibility and the ""Community"": The Case of Rio Tinto, Richards Bay Minerals and the Mbonambi";Paul Kapelus;2002;https://link.springer.com/article/10.1023/A%3A1016570929359;https://link.springer.com/content/pdf/10.1023%2FA%3A1016570929359.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;190;https://doi.org/10.1023/A:1016570929359;
Course of brain shift during microsurgical resection of supratentorial cerebral lesions: limits of conventional neuronavigation;M. H. T. Reinges,    H.-H. Nguyen,    T. Krings,    B.-O. Hütter,    V. Rohde…;2004;https://link.springer.com/article/10.1007/s00701-003-0204-1;https://link.springer.com/content/pdf/10.1007%2Fs00701-003-0204-1.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;101;https://doi.org/10.1007/s00701-003-0204-1;
Modelling the interactions between water and nutrient uptake and root growth;Vanessa M. Dunbabin,    Art J. Diggle,    Zdenko Rengel,    Robert van Hugten;2002;https://link.springer.com/article/10.1023/A%3A1014939512104;https://link.springer.com/content/pdf/10.1023%2FA%3A1014939512104.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;69;https://doi.org/10.1023/A:1014939512104;
Automatic Take Off, Tracking and Landing of a Miniature UAV on a Moving Carrier Vehicle;Karl Engelbert Wenzel,    Andreas Masselli…;2011;https://link.springer.com/article/10.1007/s10846-010-9473-0;https://link.springer.com/content/pdf/10.1007%2Fs10846-010-9473-0.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;91;https://doi.org/10.1007/s10846-010-9473-0;
Application of the random coil index to studying protein flexibility;Mark V. Berjanskii,    David S. Wishart;2008;https://link.springer.com/article/10.1007/s10858-007-9208-0;https://link.springer.com/content/pdf/10.1007%2Fs10858-007-9208-0.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;51;https://doi.org/10.1007/s10858-007-9208-0;
An HRP-study of the frequency-place map of the horseshoe bat cochlea: Morphological correlates of the sharp tuning to a narrow frequency band;M. Vater,    A. S. Feng,    M. Betz;1985;https://link.springer.com/article/10.1007/BF01351361;https://link.springer.com/content/pdf/10.1007%2FBF01351361.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;57;https://doi.org/10.1007/BF01351361;
Namibia volcanic margin;Tadeusz P. Gladczenko,    Jakob Skogseid,    Olav Eldhom;1998;https://link.springer.com/article/10.1023/A%3A1004746101320;https://link.springer.com/content/pdf/10.1023%2FA%3A1004746101320.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;57;https://doi.org/10.1023/A:1004746101320;
The cerrado vegetation of Brazil;George Eiten;1972;https://link.springer.com/article/10.1007/BF02859158;https://link.springer.com/content/pdf/10.1007%2FBF02859158.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;471;https://doi.org/10.1007/BF02859158;
MEMS-based gas flow sensors;Yu-Hsiang Wang,    Chang-Pen Chen,    Chih-Ming Chang…;2009;https://link.springer.com/article/10.1007/s10404-008-0383-4;https://link.springer.com/content/pdf/10.1007%2Fs10404-008-0383-4.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;73;https://doi.org/10.1007/s10404-008-0383-4;
Vulnerability, resilience and development discourses in context of climate change;Terry Cannon,    Detlef Müller-Mahn;2010;https://link.springer.com/article/10.1007/s11069-010-9499-4;https://link.springer.com/content/pdf/10.1007%2Fs11069-010-9499-4.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;163;https://doi.org/10.1007/s11069-010-9499-4;
Approaching adulthood: the maturing of institutional theory;W. Richard Scott;2008;https://link.springer.com/article/10.1007/s11186-008-9067-z;https://link.springer.com/content/pdf/10.1007%2Fs11186-008-9067-z.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;276;https://doi.org/10.1007/s11186-008-9067-z;
Optimal power flow: a bibliographic survey II;Stephen Frank,    Ingrida Steponavice,    Steffen Rebennack;2012;https://link.springer.com/article/10.1007/s12667-012-0057-x;https://link.springer.com/content/pdf/10.1007%2Fs12667-012-0057-x.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;105;https://doi.org/10.1007/s12667-012-0057-x;
Distribution of axon diameters in cortical white matter: an electron-microscopic study on three human brains and a macaque;Daniel Liewald,    Robert Miller,    Nikos Logothetis…;2014;https://link.springer.com/article/10.1007/s00422-014-0626-2;https://link.springer.com/content/pdf/10.1007%2Fs00422-014-0626-2.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;51;https://doi.org/10.1007/s00422-014-0626-2;
Homelessness Among Families, Children, and Adolescents: An Ecological–Developmental Perspective;Mason G. Haber,    Paul A. Toro;2004;https://link.springer.com/article/10.1023/B%3ACCFP.0000045124.09503.f1;https://link.springer.com/content/pdf/10.1023%2FB%3ACCFP.0000045124.09503.f1.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;77;https://doi.org/10.1023/B:CCFP.0000045124.09503.f1;
Glomerular structure and function in proteinuric Type 2 (non-insulin-dependent) diabetic patients;Dr. R. Østerby,    M. -A. Gall,    A. Schmitz,    F. S. Nielsen,    G. Nyberg…;1993;https://link.springer.com/article/10.1007/BF02374500;https://link.springer.com/content/pdf/10.1007%2FBF02374500.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;87;https://doi.org/10.1007/BF02374500;
Transcriptome analysis of mammary epithelial subpopulations identifies novel determinants of lineage commitment and cell fate;Howard Kendrick,    Joseph L Regan,    Fiona-Ann Magnay,    Anita Grigoriadis…;2008;https://link.springer.com/article/10.1186/1471-2164-9-591;https://link.springer.com/content/pdf/10.1186%2F1471-2164-9-591.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;97;https://doi.org/10.1186/1471-2164-9-591;
Maids of Academe: African American Women Faculty at Predominately White Institutions;Debra A. Harley;2008;https://link.springer.com/article/10.1007/s12111-007-9030-5;https://link.springer.com/content/pdf/10.1007%2Fs12111-007-9030-5.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;55;https://doi.org/10.1007/s12111-007-9030-5;
The hidden costs of gentrification: Displacement in central London;Rowland Atkinson;2000;https://link.springer.com/article/10.1023/A%3A1010128901782;https://link.springer.com/content/pdf/10.1023%2FA%3A1010128901782.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;68;https://doi.org/10.1023/A:1010128901782;
Industrial convergence, globalization, and the persistence of the North-South divide;Giovanni Arrighi,    Beverly J. Silver…;2003;https://link.springer.com/article/10.1007/BF02686319;https://link.springer.com/content/pdf/10.1007%2FBF02686319.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;96;https://doi.org/10.1007/BF02686319;
Interpersonal deception: III. Effects of deceit on perceived communication and nonverbal behavior dynamics;Judee K. Burgoon,    David B. Buller;1994;https://link.springer.com/article/10.1007/BF02170076;https://link.springer.com/content/pdf/10.1007%2FBF02170076.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;77;https://doi.org/10.1007/BF02170076;
Ecosystem services and biodiversity conservation: concepts and a glossary;Richard Harrington,    Christian Anton,    Terence P. Dawson…;2010;https://link.springer.com/article/10.1007/s10531-010-9834-9;https://link.springer.com/content/pdf/10.1007%2Fs10531-010-9834-9.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;64;https://doi.org/10.1007/s10531-010-9834-9;
Recent developments in plastic forming technology of titanium alloys;He Yang,    XiaoGuang Fan,    ZhiChao Sun,    LiangGang Guo…;2011;https://link.springer.com/article/10.1007/s11431-010-4206-y;https://link.springer.com/content/pdf/10.1007%2Fs11431-010-4206-y.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;54;https://doi.org/10.1007/s11431-010-4206-y;
Millennials and the World of Work: An Organization and Management Perspective;Andrea Hershatter,    Molly Epstein;2010;https://link.springer.com/article/10.1007/s10869-010-9160-y;https://link.springer.com/content/pdf/10.1007%2Fs10869-010-9160-y.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;135;https://doi.org/10.1007/s10869-010-9160-y;
On-line infrared spectroscopy for bioprocess monitoring;Daniel Landgrebe,    Claas Haake,    Tim Höpfner…;2010;https://link.springer.com/article/10.1007/s00253-010-2743-8;https://link.springer.com/content/pdf/10.1007%2Fs00253-010-2743-8.pdf;movement+AND+compensation+AND+(IoT+OR+Embedded+OR+mobile)_SpringerLink.csv;SpringerLink;1;70;https://doi.org/10.1007/s00253-010-2743-8;
