title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;Investigate further?;abstract viewed;
Locating and Bypassing Holes in Sensor Networks;Qing Fang,    Jie Gao,    Leonidas J. Guibas;2006;https://link.springer.com/article/10.1007/s11036-006-4471-y;https://link.springer.com/content/pdf/10.1007%2Fs11036-006-4471-y.pdf;Mobile+transaction+protocols_SpringerLink.csv;SpringerLink;3;128;https://doi.org/10.1007/s11036-006-4471-y;y;;
TCP Westwood: End-to-End Congestion Control for Wired/Wireless Networks;Claudio Casetti,    Mario Gerla,    Saverio Mascolo,    M.Y. Sanadidi,    Ren Wang;2002;https://link.springer.com/article/10.1023/A%3A1016590112381;https://link.springer.com/content/pdf/10.1023%2FA%3A1016590112381.pdf;Mobile+transaction+protocols_SpringerLink.csv;SpringerLink;1;205;https://doi.org/10.1023/A:1016590112381;y;;
Algorithms for Energy-Efficient Multicasting in Static Ad Hoc Wireless Networks;Jeffrey E. Wieselthier,    Gam D. Nguyen…;2001;https://link.springer.com/article/10.1023/A%3A1011478717164;https://link.springer.com/content/pdf/10.1023%2FA%3A1011478717164.pdf;Mobile+transaction+protocols_SpringerLink.csv;SpringerLink;1;118;https://doi.org/10.1023/A:1011478717164;y;;
Consensus control for leader-following multi-agent systems with measurement noises;Cuiqin Ma,    Tao Li,    Jifeng Zhang;2010;https://link.springer.com/article/10.1007/s11424-010-9273-4;https://link.springer.com/content/pdf/10.1007%2Fs11424-010-9273-4.pdf;Mobile+transaction+protocols_SpringerLink.csv;SpringerLink;1;93;https://doi.org/10.1007/s11424-010-9273-4;y;;
The Number of Neighbors Needed for Connectivity of Wireless Networks;Feng Xue,    P.R. Kumar;2004;https://link.springer.com/article/10.1023/B%3AWINE.0000013081.09837.c0;https://link.springer.com/content/pdf/10.1023%2FB%3AWINE.0000013081.09837.c0.pdf;Mobile+transaction+protocols_SpringerLink.csv;SpringerLink;1;430;https://doi.org/10.1023/B:WINE.0000013081.09837.c0;y;;
On Coverage Problems of Directional Sensor Networks;Huadong Ma,    Yonghe Liu;2005;https://link.springer.com/chapter/10.1007/11599463_70;https://link.springer.com/content/pdf/10.1007%2F11599463_70.pdf;Mobile+transaction+protocols_SpringerLink.csv;SpringerLink;4;60;https://doi.org/10.1007/11599463_70;y;;
Modelling an Activity in Wireless Sensors Network;Jan Nikodem;2007;https://link.springer.com/chapter/10.1007/978-3-540-75867-9_3;No PDF available;Mobile+transaction+protocols_SpringerLink.csv;SpringerLink;6;65;https://doi.org/10.1007/978-3-540-75867-9_3;y;;
Routing with Guaranteed Delivery in Ad Hoc Wireless Networks;Prosenjit Bose,    Pat Morin,    Ivan Stojmenović,    Jorge Urrutia;2001;https://link.springer.com/article/10.1023/A%3A1012319418150;https://link.springer.com/content/pdf/10.1023%2FA%3A1012319418150.pdf;Mobile+transaction+protocols_SpringerLink.csv;SpringerLink;3;545;https://doi.org/10.1023/A:1012319418150;y;;
On Connected Multiple Point Coverage in Wireless Sensor Networks;Shuhui Yang,    Fei Dai,    Mihaela Cardei,    Jie Wu…;2006;https://link.springer.com/article/10.1007/s10776-006-0036-z;https://link.springer.com/content/pdf/10.1007%2Fs10776-006-0036-z.pdf;Mobile+transaction+protocols_SpringerLink.csv;SpringerLink;1;71;https://doi.org/10.1007/s10776-006-0036-z;y;;
Haggle: Seamless Networking for Mobile Applications;Jing Su,    James Scott,    Pan Hui,    Jon Crowcroft…;2007;https://link.springer.com/chapter/10.1007/978-3-540-74853-3_23;No PDF available;seamless+connectivity+AND+mobile_SpringerLink.csv;SpringerLink;2;222;https://doi.org/10.1007/978-3-540-74853-3_23;y;;
Internet connectivity for mobile ad hoc network: a survey based study;Radwa Attia,    Rawya Rizk,    Hesham Arafat Ali;2015;https://link.springer.com/article/10.1007/s11276-015-0922-3;https://link.springer.com/content/pdf/10.1007%2Fs11276-015-0922-3.pdf;seamless+connectivity+AND+mobile_SpringerLink.csv;SpringerLink;4;102;https://doi.org/10.1007/s11276-015-0922-3;y;;
Vertical handoffs in wireless overlay networks;Mark Stemm,    Randy H. Katz;1998;https://link.springer.com/article/10.1023/A%3A1019197320544;https://link.springer.com/content/pdf/10.1023%2FA%3A1019197320544.pdf;seamless+connectivity+AND+mobile_SpringerLink.csv;SpringerLink;4;946;https://doi.org/10.1023/A:1019197320544;y;;
Localization in mobile wireless and sensor networks;Monica Nicoli,    Sinan Gezici,    Zafer Sahinoglu…;2011;https://link.springer.com/article/10.1186/1687-1499-2011-197;https://link.springer.com/content/pdf/10.1186%2F1687-1499-2011-197.pdf;seamless+connectivity+AND+mobile_SpringerLink.csv;SpringerLink;4;396;https://doi.org/10.1186/1687-1499-2011-197;y;;
The Internet of Things: A Survey from the Data-Centric Perspective;Charu C. Aggarwal,    Naveen Ashish,    Amit Sheth;2013;https://link.springer.com/chapter/10.1007/978-1-4614-6309-2_12;No PDF available;seamless+connectivity+AND+mobile_SpringerLink.csv;SpringerLink;1;76;https://doi.org/10.1007/978-1-4614-6309-2_12;y;;
Routing protocols in wireless mesh networks: challenges and design considerations;Sonia Waharte,    Raouf Boutaba,    Youssef Iraqi…;2006;https://link.springer.com/article/10.1007/s11042-006-0012-8;https://link.springer.com/content/pdf/10.1007%2Fs11042-006-0012-8.pdf;seamless+connectivity+AND+mobile_SpringerLink.csv;SpringerLink;1;57;https://doi.org/10.1007/s11042-006-0012-8;y;;
Improving reliable transport and handoff performance in cellular wireless networks;Hari Balakrishnan,    Srinivasan Seshan,    Randy H. Katz;1995;https://link.springer.com/article/10.1007/BF01985757;https://link.springer.com/content/pdf/10.1007%2FBF01985757.pdf;seamless+connectivity+AND+mobile_SpringerLink.csv;SpringerLink;3;325;https://doi.org/10.1007/BF01985757;y;;y
Flooding for Reliable Multicast in Multi-Hop Ad Hoc Networks;Katia Obraczka,    Kumar Viswanath,    Gene Tsudik;2001;https://link.springer.com/article/10.1023/A%3A1012323519059;https://link.springer.com/content/pdf/10.1023%2FA%3A1012323519059.pdf;seamless+connectivity+AND+mobile_SpringerLink.csv;SpringerLink;1;53;https://doi.org/10.1023/A:1012323519059;y;;
Fuzzy based multi-criteria vertical handover decision modeling in heterogeneous wireless networks;Murad Khan,    Awais Ahmad,    Shehzad Khalid…;2017;https://link.springer.com/article/10.1007/s11042-016-4330-1;https://link.springer.com/content/pdf/10.1007%2Fs11042-016-4330-1.pdf;seamless+connectivity+AND+mobile_SpringerLink.csv;SpringerLink;4;625;https://doi.org/10.1007/s11042-016-4330-1;y;;y
Internet of Things: Applications and Challenges in Technology and Standardization;Debasis Bandyopadhyay,    Jaydip Sen;2011;https://link.springer.com/article/10.1007/s11277-011-0288-5;https://link.springer.com/content/pdf/10.1007%2Fs11277-011-0288-5.pdf;seamless+connectivity+AND+mobile_SpringerLink.csv;SpringerLink;1;357;https://doi.org/10.1007/s11277-011-0288-5;y;;
Towards smart city: M2M communications with software agent intelligence;Min Chen;2013;https://link.springer.com/article/10.1007/s11042-012-1013-4;https://link.springer.com/content/pdf/10.1007%2Fs11042-012-1013-4.pdf;seamless+connectivity+AND+mobile_SpringerLink.csv;SpringerLink;1;52;https://doi.org/10.1007/s11042-012-1013-4;y;;
A Novel Adaptive Mobility-Aware MAC Protocol in Wireless Sensor Networks;Fei Peng;2015;https://link.springer.com/article/10.1007/s11277-014-2140-1;https://link.springer.com/content/pdf/10.1007%2Fs11277-014-2140-1.pdf;Disconnection+handling+AND+mobility_SpringerLink.csv;SpringerLink;3;144;https://doi.org/10.1007/s11277-014-2140-1;y;;y
Bit-Sequences: An adaptive cache invalidation method in mobile client/server environments;Jin Jing,    Ahmed Elmagarmid,    Abdelsalam (Sumi) Helal…;1997;https://link.springer.com/article/10.1023/A%3A1013616213333;https://link.springer.com/content/pdf/10.1023%2FA%3A1013616213333.pdf;wireless+data+networks+AND+disconnection+AND+(management+OR+handling)_SpringerLink.csv;SpringerLink;1;100;https://doi.org/10.1023/A:1013616213333;y;;
A Transaction Processing Model for the Mobile Data Access System;K. Segun,    A. R. Hurson,    A. Spink;2001;https://link.springer.com/chapter/10.1007/3-540-44743-1_11;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;12;10;https://doi.org/10.1007/3-540-44743-1_11;y;;y
Mobile Computing;Omran Bukhres,    Evaggelia Pitoura…;2003;https://link.springer.com/chapter/10.1007/978-3-540-24742-5_10;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;35;No cite count available;https://doi.org/10.1007/978-3-540-24742-5_10;y;;
Mobile OS and Application Protocols;R. K. Ghosh;2017;https://link.springer.com/chapter/10.1007/978-981-10-3941-6_8;https://link.springer.com/content/pdf/10.1007%2F978-981-10-3941-6_8.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;25;No cite count available;https://doi.org/10.1007/978-981-10-3941-6_8;y;abstract viewed;
Research in Wireless and Mobile Computing;No author available;2002;https://link.springer.com/chapter/10.1007/0-306-47301-1_7;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;15;No cite count available;https://doi.org/10.1007/0-306-47301-1_7;y;;
Defining an Adaptable Mobile Transaction Service;Patricia Serrano-Alvarado;2002;https://link.springer.com/chapter/10.1007/3-540-36128-6_41;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;7;https://doi.org/10.1007/3-540-36128-6_41;y;abstract viewed;y
A Taxonomy of Data Managements Via Broadcasting in Mobile Computing;Ilyoung Chung,    Bharat Bhargava,    Sanjay K. Madria;2002;https://link.springer.com/chapter/10.1007/0-306-47602-9_7;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;No cite count available;https://doi.org/10.1007/0-306-47602-9_7;y;;y
Information Agents for Mobile and Embedded Devices;Tim Finin,    Anupam Joshi,    Lalana Kagal,    Olga Ratsimore…;2001;https://link.springer.com/chapter/10.1007/3-540-44799-7_30;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;6;https://doi.org/10.1007/3-540-44799-7_30;y;abstract viewed;
Supporting Mobility through Computer Networks;Anselm Lingnau,    Michael Matthes,    Oswald Drobnik;2002;https://link.springer.com/chapter/10.1007/978-3-642-57476-4_3;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;No cite count available;https://doi.org/10.1007/978-3-642-57476-4_3;y;;
Transaction Processing in a Mobile, Multi-Database Environment;J.B. Lim,    A.R. Hurson;2001;https://link.springer.com/article/10.1023/A%3A1011646626868;https://link.springer.com/content/pdf/10.1023%2FA%3A1011646626868.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;34;241;https://doi.org/10.1023/A:1011646626868;y;;y
Security Issues in a Mobile Computing Paradigm;I. Mavridis,    G. Pangalos;1997;https://link.springer.com/chapter/10.1007/978-0-387-35256-5_5;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;21;No cite count available;https://doi.org/10.1007/978-0-387-35256-5_5;y;;
A Transaction Model to Improve Data Availability in Mobile Computing;Sanjay Kumar Madria,    Bharat Bhargava;2001;https://link.springer.com/article/10.1023/A%3A1019232412740;https://link.springer.com/content/pdf/10.1023%2FA%3A1019232412740.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;44;97;https://doi.org/10.1023/A:1019232412740;y;;
Data Broadcasting, Caching and Replication in Mobile Computing;Panos K. Chrysanthis,    Evaggelia Pitoura;No year available;https://link.springer.com/referenceworkentry/10.1007/978-1-4899-7993-3_95-2;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;194;No cite count available;https://doi.org/10.1007/978-1-4899-7993-3;y;;y
The Diana Approach to Mobile Computing;Arthur M. Keller,    Tahir Ahmad,    Mike Clary,    Owen Densmore,    Steve Gadol…;1996;https://link.springer.com/chapter/10.1007/978-0-585-29603-6_24;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;13;No cite count available;https://doi.org/10.1007/978-0-585-29603-6_24;y;abstract viewed;
Database System Architecture – A Walk Through Time: From Centralized Platform to Mobile Computing – Keynote Address;Ali R. Hurson,    Yu Jiao;2005;https://link.springer.com/chapter/10.1007/11533962_1;https://link.springer.com/content/pdf/10.1007%2F11533962_1.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;1;https://doi.org/10.1007/11533962_1;y;;
Mobile Computing Middleware;Cecilia Mascolo,    Licia Capra,    Wolfgang Emmerich;2002;https://link.springer.com/chapter/10.1007/3-540-36162-6_2;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;28;299;https://doi.org/10.1007/3-540-36162-6_2;y;;
AeDEn: An adaptive framework for dynamic distribution over mobile environments;Frédéric Le Mouël,    Françoise André,    Maria-Teresa Segarra;2002;https://link.springer.com/article/10.1007/BF02999456;https://link.springer.com/content/pdf/10.1007%2FBF02999456.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;15;No cite count available;https://doi.org/10.1007/BF02999456;y;;
Ensuring Mobile Databases Interoperability in Ad Hoc Configurable Environments: A Plug-and-Play Approach;Angelo Brayner,    José de Aguiar Moraes Filho…;2009;https://link.springer.com/chapter/10.1007/978-3-642-02196-1_8;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;No cite count available;https://doi.org/10.1007/978-3-642-02196-1_8;y;;
Energy Efficient Transaction Processing in Mobile Broadcast Environments;SangKeun Lee;2004;https://link.springer.com/chapter/10.1007/978-3-540-30204-9_28;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;23;1;https://doi.org/10.1007/978-3-540-30204-9_28;y;;y
A Mobile Database Sharing Protocol to Increase Data Availability in Mobile Environments;Hien Nam Le,    Mads Nygård;2007;https://link.springer.com/chapter/10.1007/978-3-540-72909-9_5;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;No cite count available;https://doi.org/10.1007/978-3-540-72909-9_5;y;;
Improving Concurrency Control in Mobile Databases;Anand Yendluri,    Wen-Chi Hou,    Chih-Fang Wang;2004;https://link.springer.com/chapter/10.1007/978-3-540-24571-1_58;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;13;No cite count available;https://doi.org/10.1007/978-3-540-24571-1_58;y;;y
A distributed transaction model based on mobile agents;Flávio Morais de Assis Silva,    Sven Krause;1997;https://link.springer.com/chapter/10.1007/3-540-62803-7_35;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;14;31;https://doi.org/10.1007/3-540-62803-7_35;y;;y
A CORBA-Based Transaction System for the Wireless Communication Environment;Tarcisio da Rocha…;2003;https://link.springer.com/chapter/10.1007/978-3-540-39964-3_93;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;18;No cite count available;https://doi.org/10.1007/978-3-540-39964-3_93;y;;y
Research Direction for Developing an Infrastructure for Mobile & Wireless Systems: Consensus Report of the NSF Workshop Held on October 15, 2001 in Scottsdale, Arizona;Birgitta König-Ries,    Kia Makki,    S.A.M. Makki…;2002;https://link.springer.com/chapter/10.1007/3-540-36257-6_1;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;16;No cite count available;https://doi.org/10.1007/3-540-36257-6_1;y;;
Replication Requirements in Mobile Environments;David Ratner,    Peter Reiher,    Gerald J. Popek…;2001;https://link.springer.com/article/10.1023/A%3A1011862121702;https://link.springer.com/content/pdf/10.1023%2FA%3A1011862121702.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;16;17;https://doi.org/10.1023/A:1011862121702;y;;
Mobile M2M communication architectures, upcoming challenges, applications, and future directions;Yasir Mehmood,    Carmelita Görg…;2015;https://link.springer.com/article/10.1186/s13638-015-0479-y;https://link.springer.com/content/pdf/10.1186%2Fs13638-015-0479-y.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;24;https://doi.org/10.1186/s13638-015-0479-y;y;;y
Disconnection Modes for Mobile Databases;JoAnne Holliday,    Divyakant Agrawal,    Amr El Abbadi;2002;https://link.springer.com/article/10.1023/A%3A1015542723791;https://link.springer.com/content/pdf/10.1023%2FA%3A1015542723791.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;15;77;https://doi.org/10.1023/A:1015542723791;y;;y
Introduction to Mobile Computing;Tomasz Imielinski,    Henry F. Korth;1996;https://link.springer.com/chapter/10.1007/978-0-585-29603-6_1;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;69;388;https://doi.org/10.1007/978-0-585-29603-6_1;y;;
Towards Dynamic and Cooperative Multi-device Personal Computing;Spyros Lalis,    Anthony Savidis,    Alexandros Karypidis…;2007;https://link.springer.com/chapter/10.1007/978-3-540-72727-9_9;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;12;No cite count available;https://doi.org/10.1007/978-3-540-72727-9_9;y;;
A Priority Heuristic Policy in Mobile Distributed Real-Time Database System;Prakash Kumar Singh,    Udai Shanker;2018;https://link.springer.com/chapter/10.1007/978-981-10-8360-0_20;https://link.springer.com/content/pdf/10.1007%2F978-981-10-8360-0_20.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;12;No cite count available;https://doi.org/10.1007/978-981-10-8360-0_20;y;;y
A transaction model and multiversion concurrency control for mobile database systems;Sanjay Kumar Madria,    M. Baseer,    Vijay Kumar…;2007;https://link.springer.com/article/10.1007/s10619-007-7019-7;https://link.springer.com/content/pdf/10.1007%2Fs10619-007-7019-7.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;33;19;https://doi.org/10.1007/s10619-007-7019-7;y;;y
The FUSE Platform: Supporting Ubiquitous Collaboration Within Diverse Mobile Environments;Shahram Izadi,    Pedro Coutinho,    Tom Rodden,    Gareth Smith;2002;https://link.springer.com/article/10.1023/A%3A1014534414062;https://link.springer.com/content/pdf/10.1023%2FA%3A1014534414062.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;14;5;https://doi.org/10.1023/A:1014534414062;y;;
Real-Time Embedded Software Design for Mobile and Ubiquitous Systems;Pao-Ann Hsiung,    Shang-Wei Lin,    Chin-Chieh Hung…;2007;https://link.springer.com/chapter/10.1007/978-3-540-77092-3_62;https://link.springer.com/content/pdf/10.1007%2F978-3-540-77092-3_62.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;14;No cite count available;https://doi.org/10.1007/978-3-540-77092-3_62;y;;
Towards Mobile Information Systems;Juhani Iivari;2005;https://link.springer.com/chapter/10.1007/0-387-31166-1_18;https://link.springer.com/content/pdf/10.1007%2F0-387-31166-1_18.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;15;No cite count available;https://doi.org/10.1007/0-387-31166-1_18;y;;
Mobile Service Oriented Architectures (MOSOA);Jilles van Gurp,    Anssi Karhinen,    Jan Bosch;2006;https://link.springer.com/chapter/10.1007/11773887_1;https://link.springer.com/content/pdf/10.1007%2F11773887_1.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;4;https://doi.org/10.1007/11773887_1;y;;
A New Approach For Efficiently Achieving High Availability in Mobile Computing;M. Mat Deris,    J. H. Abawajy,    M. Omar;2005;https://link.springer.com/chapter/10.1007/11424857_7;https://link.springer.com/content/pdf/10.1007%2F11424857_7.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;No cite count available;https://doi.org/10.1007/11424857_7;y;;
A Caching Model for Real-Time Databases in Mobile Ad-Hoc Networks;Yanhong Li,    Le Gruenwald;2005;https://link.springer.com/chapter/10.1007/11546924_19;https://link.springer.com/content/pdf/10.1007%2F11546924_19.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;14;3;https://doi.org/10.1007/11546924_19;y;;
Mobile Web and Cloud Services;Satish Narayana Srirama;2014;https://link.springer.com/chapter/10.1007/978-1-4614-7535-4_21;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;18;22;https://doi.org/10.1007/978-1-4614-7535-4_21;y;;
Configured Replication for Mobile Applications;Astrid Lubinski,    Andreas Heuer;2001;https://link.springer.com/chapter/10.1007/978-94-015-9636-7_11;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;12;No cite count available;https://doi.org/10.1007/978-94-015-9636-7_11;y;;
Coordination Patterns to Support Mobile Collaboration;Andrés Neyem,    Sergio F. Ochoa,    José A. Pino;2008;https://link.springer.com/chapter/10.1007/978-3-540-92831-7_21;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;12;5;https://doi.org/10.1007/978-3-540-92831-7_21;y;;
Mobile Communication Networks;Ghufran Al-Shiridah,    Maytham Safar…;2014;https://link.springer.com/referenceworkentry/10.1007/978-1-4614-6170-8_68;https://link.springer.com/content/pdf/10.1007%2F978-1-4614-6170-8_68.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;53;No cite count available;https://doi.org/10.1007/978-1-4614-6170-8;y;;
Mobile Application Architectures;Pasi Alatalo,    Jarkko Järvenoja…;2002;https://link.springer.com/chapter/10.1007/3-540-36209-6_47;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;13;2;https://doi.org/10.1007/3-540-36209-6_47;y;;
Ubiquitous Computing for Mobile Environments;José M. Molina,    Juan M. Corchado,    Javier Bajo;2008;https://link.springer.com/chapter/10.1007/978-3-7643-8543-9_2;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;22;77;https://doi.org/10.1007/978-3-7643-8543-9_2;y;;
Dynamic Management of Cooperative Applications for Mobile Systems;Pierre-Guillaume Raverdy,    Phillipe Darche…;1996;https://link.springer.com/chapter/10.1007/978-3-642-85248-0_17;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;No cite count available;https://doi.org/10.1007/978-3-642-85248-0_17;y;;
Storage Systems for Mobile Environment;R. K. Ghosh;2017;https://link.springer.com/chapter/10.1007/978-981-10-3941-6_15;https://link.springer.com/content/pdf/10.1007%2F978-981-10-3941-6_15.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;16;No cite count available;https://doi.org/10.1007/978-981-10-3941-6_15;y;;
Database Replica Management Strategies in Multidatabase Systems with Mobile Hosts;M. Faiz,    A. Zaslavsky;1996;https://link.springer.com/chapter/10.1007/978-1-4615-1803-7_24;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;12;20;https://doi.org/10.1007/978-1-4615-1803-7_24;y;;y
Using DHCP with computers that move;Charles E. Perkins,    Kevin Luo;1995;https://link.springer.com/article/10.1007/BF01200851;https://link.springer.com/content/pdf/10.1007%2FBF01200851.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;12;6;https://doi.org/10.1007/BF01200851;y;;
Genesis and Advanced Traveler Information Systems;Shashi Shekhar,    Duen-Ren Liu;1996;https://link.springer.com/chapter/10.1007/978-0-585-29603-6_26;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;1;https://doi.org/10.1007/978-0-585-29603-6_26;y;;
A Component Based Multi-agent Architecture to Support Mobile Business Processes;Habin Lee,    John Shepherdson;2003;https://link.springer.com/chapter/10.1007/3-540-45023-8_61;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;1;https://doi.org/10.1007/3-540-45023-8_61;y;;y
Security framework for RESTful mobile cloud computing Web services;Feda AlShahwan,    Maha Faisal,    Godwin Ansa;2016;https://link.springer.com/article/10.1007/s12652-015-0308-5;https://link.springer.com/content/pdf/10.1007%2Fs12652-015-0308-5.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;11;8;https://doi.org/10.1007/s12652-015-0308-5;y;;
True Systems Integration;Julian Ashbourn;2011;https://link.springer.com/chapter/10.1007/978-0-85729-467-8_5;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;No cite count available;https://doi.org/10.1007/978-0-85729-467-8_5;y;abstract viewed;
Opportunistic Content Distribution in Intermittently Connected Mobile Ad Hoc Networks;Abbas Jamalipour,    Yaozhou Ma;2011;https://link.springer.com/chapter/10.1007/978-1-4614-1572-5_2;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;24;No cite count available;https://doi.org/10.1007/978-1-4614-1572-5_2;y;;
A survey of routing techniques for mobile communications networks;S. Ramanathan,    Martha Steenstrup;1996;https://link.springer.com/article/10.1007/BF01193330;https://link.springer.com/content/pdf/10.1007%2FBF01193330.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;12;114;https://doi.org/10.1007/BF01193330;y;;
Software Architecture for Mobile Computing;Amy L. Murphy,    Gian Pietro Picco…;2003;https://link.springer.com/chapter/10.1007/978-3-540-39800-4_9;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;28;No cite count available;https://doi.org/10.1007/978-3-540-39800-4_9;y;;
Literature Review;Casey C. Grant;2012;https://link.springer.com/chapter/10.1007/978-1-4614-8277-2_2;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;95;No cite count available;https://doi.org/10.1007/978-1-4614-8277-2_2;y;abstract viewed;
Composable ad hoc location‐based services for heterogeneous mobile clients;Todd D. Hodes,    Randy H. Katz;1999;https://link.springer.com/article/10.1023/A%3A1019171616176;https://link.springer.com/content/pdf/10.1023%2FA%3A1019171616176.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;15;14;https://doi.org/10.1023/A:1019171616176;y;;
Active Service for Mobile Middleware;Siu-Nam Chuang,    Alvin T. S. Chan;2005;https://link.springer.com/article/10.1007/s11280-004-4871-5;https://link.springer.com/content/pdf/10.1007%2Fs11280-004-4871-5.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;14;2;https://doi.org/10.1007/s11280-004-4871-5;y;;
Mobile Agents for Wireless Computing: The Convergence of Wireless Computational Models with Mobile-Agent Technologies;Constantinos Spyrou,    George Samaras,    Evaggelia Pitoura…;2004;https://link.springer.com/article/10.1023/B%3AMONE.0000034705.10830.b7;https://link.springer.com/content/pdf/10.1023%2FB%3AMONE.0000034705.10830.b7.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;28;https://doi.org/10.1023/B:MONE.0000034705.10830.b7;y;;
Light-Weight Currency Management Mechanisms in Mobile and Weakly-Connected Environments;Uğur Çetintemel,    Peter J. Keleher;2002;https://link.springer.com/article/10.1023/A%3A1013377523199;https://link.springer.com/content/pdf/10.1023%2FA%3A1013377523199.pdf;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;10;3;https://doi.org/10.1023/A:1013377523199;y;;y
Recent Challenges in DBMS;No author available;2007;https://link.springer.com/chapter/10.1007/978-3-540-48399-1_13;No PDF available;portable+device*+AND+transaction*+AND+mobile_SpringerLink.csv;SpringerLink;15;No cite count available;https://doi.org/10.1007/978-3-540-48399-1_13;y;;
