title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;take
Heterogeneity in mobile cloud computing: taxonomy and open challenges;Z Sanaei, S Abolfazli, A Gani… - … Surveys & Tutorials, 2014 - ieeexplore.ieee.org;2014;https://ieeexplore.ieee.org/abstract/document/6517049/;http://eprints.um.edu.my/8296/1/heterogeneity_in_mobile_cloud_computing.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;2;436;No DOI available;
The case for vm-based cloudlets in mobile computing;M Satyanarayanan, V Bahl, R Caceres… - … pervasive Computing, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5210087/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.147.6312&rep=rep1&type=pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;2;2537;No DOI available;
Hyrax: cloud computing on mobile devices using MapReduce;EE Marinelli - 2009 - dtic.mil;2009;http://www.dtic.mil/docs/citations/ADA512601;http://www.dtic.mil/get-tr-doc/pdf?AD=ADA512601;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;508;No DOI available;
Using RESTful web-services and cloud computing to create next generation mobile applications;JH Christensen - Proceedings of the 24th ACM SIGPLAN conference …, 2009 - dl.acm.org;2009;https://dl.acm.org/citation.cfm?id=1639958;No PDF available;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;258;No DOI available;
Energy-optimal mobile cloud computing under stochastic wireless channel;W Zhang, Y Wen, K Guan, D Kilper… - IEEE Transactions on …, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6574874/;http://www.ntu.edu.sg/home/ygwen/Paper/ZWG-TWC-13.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;2;250;No DOI available;
To offload or not to offload? the bandwidth and energy costs of mobile cloud computing;MV Barbera, S Kosta, A Mei… - … , 2013 Proceedings IEEE, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6566921/;http://wwwusers.di.uniroma1.it/~stefa/webpage/Publications_files/barbera-infocom13.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;270;No DOI available;
A survey on vehicular cloud computing;M Whaiduzzaman, M Sookhak, A Gani… - Journal of Network and …, 2014 - Elsevier;2014;https://www.sciencedirect.com/science/article/pii/S1084804513001793;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.398.6908&rep=rep1&type=pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;439;No DOI available;y
Cloud computing for enhanced mobile health applications;MT Nkosi, F Mekuria - Cloud Computing Technology and …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5708511/;http://researchspace.csir.co.za/dspace/bitstream/handle/10204/4767/Nkosi_2010.pdf?sequence=1;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;144;No DOI available;
User profiling for energy optimisation in mobile cloud computing;E Benkhelifa, T Welsh, L Tawalbeh, Y Jararweh… - Procedia Computer …, 2015 - Elsevier;2015;https://www.sciencedirect.com/science/article/pii/S1877050915009515;https://www.sciencedirect.com/science/article/pii/S1877050915009515/pdf?md5=0cddda5a5ed7e30e6fb29a09d505163a&pid=1-s2.0-S1877050915009515-main.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;100;No DOI available;
A review on distributed application processing frameworks in smart mobile devices for mobile cloud computing;M Shiraz, A Gani, RH Khokhar… - … Surveys & Tutorials, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6365155/;http://gridbus.csse.unimelb.edu.au/~raj/papers/DAF-MobileCloud.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;251;No DOI available;
Secure data processing framework for mobile cloud computing;D Huang, Z Zhou, L Xu, T Xing… - … WKSHPS), 2011 IEEE …, 2011 - ieeexplore.ieee.org;2011;https://ieeexplore.ieee.org/abstract/document/5928886/;https://www.researchgate.net/profile/Tianyi_Xing/publication/224243207_Secure_data_processing_framework_for_mobile_cloud_computing/links/5598951408ae5d8f3933f7fd/Secure-data-processing-framework-for-mobile-cloud-computing.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;138;No DOI available;
An experimental analysis on cloud-based mobile augmentation in mobile cloud computing;S Abolfazli, Z Sanaei, M Alizadeh… - IEEE Transactions on …, 2014 - ieeexplore.ieee.org;2014;https://ieeexplore.ieee.org/abstract/document/6780937/;No PDF available;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;60;No DOI available;
EMC: Emotion-aware mobile cloud computing in 5G;M Chen, Y Zhang, Y Li, S Mao, VCM Leung - IEEE Network, 2015 - Citeseer;2015;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.725.4366&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.725.4366&rep=rep1&type=pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;129;No DOI available;
Access schemes for mobile cloud computing;A Klein, C Mannweiler, J Schneider… - Mobile Data …, 2010 - academia.edu;2010;http://www.academia.edu/download/31714495/05489732.pdf;http://www.academia.edu/download/31714495/05489732.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;2;155;No DOI available;
Above the clouds: A berkeley view of cloud computing;A Fox, R Griffith, A Joseph, R Katz… - Dept. Electrical Eng …, 2009 - academia.edu;2009;http://www.academia.edu/download/43018702/0c960525ae2cc30314000000.pdf;http://www.academia.edu/download/43018702/0c960525ae2cc30314000000.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;7186;No DOI available;
The rise of “big data” on cloud computing: Review and open research issues;IAT Hashem, I Yaqoob, NB Anuar, S Mokhtar, A Gani… - Information systems, 2015 - Elsevier;2015;https://www.sciencedirect.com/science/article/pii/S0306437914001288;https://umexpert.um.edu.my/file/publication/00001293_117865.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;1177;No DOI available;
Cloud computing service composition: A systematic literature review;A Jula, E Sundararajan, Z Othman - Expert systems with applications, 2014 - Elsevier;2014;https://www.sciencedirect.com/science/article/pii/S0957417413009925;http://isisell.com/44774cloud%20computing%20service%20composition%20a%20systematic%20literature%20review.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;290;No DOI available;
Cloud computing bible;B Sosinsky - 2010 - books.google.com;2010;https://books.google.de/books?hl=de&lr=&id=aY4Kil7kbIcC&oi=fnd&pg=PR11&dq=mobile+AND+cloud+computing+AND+transactions&ots=JE81aWX0PR&sig=yF9-jEsxXqZBkWUxEa1UvBXLqUk;No PDF available;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;590;No DOI available;
MobiCloud: building secure cloud framework for mobile computing and communication;D Huang, X Zhang, M Kang, J Luo - 2010 fifth IEEE international …, 2010 - computer.org;2010;https://www.computer.org/csdl/proceedings/sose/2010/4081/00/4081a027-abs.html;ftp://ftp.inf.ufrgs.br/pub/geyer/POD/artigos/TL2-2011-1/POD-2011-1-TL2-ER-MobiCloud.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;220;No DOI available;
Device-to-device-based heterogeneous radio access network architecture for mobile cloud computing;M Jo, T Maksymyuk, B Strykhalyuk… - IEEE Wireless …, 2015 - ieeexplore.ieee.org;2015;https://ieeexplore.ieee.org/abstract/document/7143326/;https://www.researchgate.net/profile/Taras_Maksymyuk/publication/279865707_Device-to-device-based_heterogeneous_radio_access_network_architecture_for_mobile_cloud_computing/links/559f679208ae97223ddc6de9.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;108;No DOI available;
Cloud-vision: Real-time face recognition using a mobile-cloudlet-cloud acceleration architecture;T Soyata, R Muraleedharan, C Funai… - … (ISCC), 2012 IEEE …, 2012 - ieeexplore.ieee.org;2012;https://ieeexplore.ieee.org/abstract/document/6249269/;https://www.computer.org/csdl/proceedings/iscc/2012/2712/00/IS032.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;252;No DOI available;
Mobile cloud computing: A comparison of application models;D Kovachev, Y Cao, R Klamma - arXiv preprint arXiv:1107.4940, 2011 - arxiv.org;1107;https://arxiv.org/abs/1107.4940;https://arxiv.org/pdf/1107.4940;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;125;No DOI available;
Measuring the efficiency of cloud computing for e-learning systems;P Pocatilu, F Alecu, M Vetrici - Wseas transactions on computers, 2010 - wseas.us;2010;http://wseas.us/e-library/transactions/computers/2010/89-159.pdf;http://wseas.us/e-library/transactions/computers/2010/89-159.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;158;No DOI available;
Integration of cloud computing and internet of things: a survey;A Botta, W De Donato, V Persico, A Pescapé - Future Generation Computer …, 2016 - Elsevier;2016;https://www.sciencedirect.com/science/article/pii/S0167739X15003015;http://iranarze.ir/wp-content/uploads/2017/03/6229-English-IranArze.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;2;734;No DOI available;
Mobile cloud computing service models: a user-centric approach;D Huang, T Xing, H Wu - Ieee network, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6616109/;https://www.researchgate.net/profile/Tianyi_Xing/publication/260352892_Mobile_Cloud_Computing_Service_Models_A_User-Centric_Approach/links/5598965d08ae793d137e1c52.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;91;No DOI available;
Hand held bar code readers or mobile computers with cloud computing services;H Qu, YP Wang - US Patent 8,820,630, 2014 - Google Patents;2014;https://patents.google.com/patent/US8820630B2/en;No PDF available;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;2;206;No DOI available;
A framework for secure healthcare systems based on big data analytics in mobile cloud computing environments;AE Youssef - Int J Ambient Syst Appl, 2014 - researchgate.net;2014;https://www.researchgate.net/profile/Ahmed_Youssef57/publication/273011700_A_Framework_for_Secure_Healthcare_Systems_Based_on_Big_Data_Analytics_in_Mobile_Cloud_Computing_Environments/links/56fd17cc08aea3275abb99ad/A-Framework-for-Secure-Healthcare-Systems-Based-on-Big-Data-Analytics-in-Mobile-Cloud-Computing-Environments.pdf;https://www.researchgate.net/profile/Ahmed_Youssef57/publication/273011700_A_Framework_for_Secure_Healthcare_Systems_Based_on_Big_Data_Analytics_in_Mobile_Cloud_Computing_Environments/links/56fd17cc08aea3275abb99ad/A-Framework-for-Secure-Healthcare-Systems-Based-on-Big-Data-Analytics-in-Mobile-Cloud-Computing-Environments.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;45;No DOI available;
Mobile cloud computing: A review on smartphone augmentation approaches;S Abolfazli, Z Sanaei, A Gani - arXiv preprint arXiv:1205.0451, 2012 - arxiv.org;1205;https://arxiv.org/abs/1205.0451;https://arxiv.org/pdf/1205.0451;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;60;No DOI available;
Mobile cloud computing: Implications and challenges;MR Prasad, J Gyani, PRK Murti - Journal of Information Engineering …, 2012 - academia.edu;2012;http://www.academia.edu/download/29440560/Mobile_Cloud_Computing__Implications_and_Challenges.pdf;http://www.academia.edu/download/29440560/Mobile_Cloud_Computing__Implications_and_Challenges.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;83;No DOI available;
Computation offloading for service workflow in mobile cloud computing;S Deng, L Huang, J Taheri… - IEEE Transactions on …, 2015 - ieeexplore.ieee.org;2015;https://ieeexplore.ieee.org/abstract/document/6987330/;https://www.researchgate.net/profile/Shuiguang_Deng/publication/273180314_Computation_Offloading_for_Service_Workflow_in_Mobile_Cloud_Computing/links/559b615008ae5d8f39380ec6.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;108;No DOI available;
A survey on security issues in service delivery models of cloud computing;S Subashini, V Kavitha - Journal of network and computer applications, 2011 - Elsevier;2011;https://www.sciencedirect.com/science/article/pii/S1084804510001281;http://www.academia.edu/download/27476239/10.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;2492;No DOI available;
Migrate or not? exploiting dynamic task migration in mobile cloud computing systems.;L Gkatzikis, I Koutsopoulos - IEEE Wireless Commun., 2013 - cs.aueb.gr;2013;http://www2.cs.aueb.gr/~jordan/PAPERS/W-COMM-MAG-2013-CLOUD.pdf;http://www2.cs.aueb.gr/~jordan/PAPERS/W-COMM-MAG-2013-CLOUD.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;103;No DOI available;
A survey of mobile cloud computing for rich media applications;Y Xu, S Mao - IEEE Wireless Communications, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6549282/;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.726.1418&rep=rep1&type=pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;91;No DOI available;
Methods and/or systems for an online and/or mobile privacy and/or security encryption technologies used in cloud computing with the combination of data mining and …;S Heath - US Patent App. 13/712,919, 2013 - Google Patents;2013;https://patents.google.com/patent/US20130268357A1/en;No PDF available;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;198;No DOI available;
Market-oriented cloud computing: Vision, hype, and reality for delivering it services as computing utilities;R Buyya, CS Yeo, S Venugopal - High Performance Computing …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4637675/;https://arxiv.org/pdf/0808.3558;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;2803;No DOI available;
A mobile cloud computing framework integrating multilevel encoding for performance monitoring in telerehabilitation;S Li, HT Pham, MS Karunarathne, YS Lee… - Mathematical …, 2015 - hindawi.com;2015;https://www.hindawi.com/journals/mpe/aa/617840/abs/;https://www.hindawi.com/journals/mpe/aa/617840/abs/;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;105;No DOI available;
A framework for cooperative resource management in mobile cloud computing;R Kaewpuang, D Niyato, P Wang… - IEEE Journal on …, 2013 - ieeexplore.ieee.org;2013;https://ieeexplore.ieee.org/abstract/document/6678114/;No PDF available;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;139;No DOI available;
Enhancing privacy and dynamic federation in IdM for consumer cloud computing;R Sánchez, F Almenares, P Arias… - IEEE Transactions …, 2012 - ieeexplore.ieee.org;2012;https://ieeexplore.ieee.org/abstract/document/6170060/;No PDF available;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;89;No DOI available;
Mobile Cloud Computing: Foundations and Service Models;D Huang, H Wu - 2017 - books.google.com;2017;https://books.google.de/books?hl=de&lr=&id=dupGDgAAQBAJ&oi=fnd&pg=PP1&dq=mobile+AND+cloud+computing+AND+transactions&ots=BTsmIq3z9N&sig=PDB9fpX5bd5IrB5oo9H6fmJE3hE;http://www.academia.edu/download/30382557/e-letter_positionpaper_mobicloud_dijiang_huang.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;156;No DOI available;
Introduction to the ieee transactions on cloud computing;R Buyya - IEEE Transactions on cloud computing, 2013 - computer.org;2013;https://www.computer.org/csdl/trans/cc/2013/01/tcc2013010003.pdf;https://www.computer.org/csdl/trans/cc/2013/01/tcc2013010003.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;43;No DOI available;
Joint energy minimization and resource allocation in C-RAN with mobile cloud;K Wang, K Yang… - … Transactions on Cloud …, 2018 - ieeexplore.ieee.org;2018;https://ieeexplore.ieee.org/abstract/document/7393804/;https://arxiv.org/pdf/1509.00374;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;50;No DOI available;
A load balancing mechanism based on ant colony and complex network theory in open cloud computing federation;Z Zhang, X Zhang - Industrial Mechatronics and Automation …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5538385/;https://www.researchgate.net/profile/Zehua_Zhang2/publication/224164158_A_load_balancing_mechanism_based_on_ant_colony_and_complex_network_theory_in_open_Cloud_Computing_federation/links/55c8941a08aeca747d66eb41.pdf;mobile+AND+cloud+computing+AND+transactions_GoogleScholar.csv;GoogleScholar;1;187;No DOI available;
